month,qty,product
2016_07,27,PT10933030009
2016_08,29,PT10933030009
2016_09,36,PT10933030009
2016_10,16,PT10933030009
2016_11,70,PT10933030009
2016_12,86,PT10933030009
2017_01,32,PT10933030009
2017_02,20,PT10933030009
2017_03,41,PT10933030009
2017_04,57,PT10933030009
2017_05,102,PT10933030009
2017_06,93,PT10933030009
2017_07,31,PT10933030009
2017_08,37,PT10933030009
2017_09,36,PT10933030009
2017_10,35,PT10933030009
2017_11,21,PT10933030009
2017_12,13,PT10933030009
2018_01,24,PT10933030009
2018_02,12,PT10933030009
2018_03,48,PT10933030009
2018_04,60,PT10933030009
2018_05,45,PT10933030009
2018_06,29,PT10933030009
2018_07,33,PT10933030009
2018_08,22,PT10933030009
2018_09,26,PT10933030009
2018_10,26,PT10933030009
2018_11,22,PT10933030009
2018_12,17,PT10933030009
2019_01,12,PT10933030009
2019_02,27,PT10933030009
2016_01,18,PT10943003358
2016_02,9,PT10943003358
2016_03,25,PT10943003358
2016_04,19,PT10943003358
2016_05,15,PT10943003358
2016_06,39,PT10943003358
2016_07,27,PT10943003358
2016_08,36,PT10943003358
2016_09,24,PT10943003358
2016_10,45,PT10943003358
2016_11,14,PT10943003358
2016_12,35,PT10943003358
2017_01,39,PT10943003358
2017_02,15,PT10943003358
2017_03,22,PT10943003358
2017_04,20,PT10943003358
2017_05,29,PT10943003358
2017_06,28,PT10943003358
2017_07,29,PT10943003358
2017_08,36,PT10943003358
2017_09,25,PT10943003358
2017_10,20,PT10943003358
2017_11,28,PT10943003358
2017_12,31,PT10943003358
2018_01,11,PT10943003358
2018_02,22,PT10943003358
2018_03,7,PT10943003358
2018_04,14,PT10943003358
2018_05,17,PT10943003358
2018_06,8,PT10943003358
2018_07,22,PT10943003358
2018_08,11,PT10943003358
2018_09,6,PT10943003358
2018_10,5,PT10943003358
2018_11,6,PT10943003358
2018_12,9,PT10943003358
2019_01,12,PT10943003358
2019_02,10,PT10943003358
2016_01,70,PT10947607340
2016_02,49,PT10947607340
2016_03,45,PT10947607340
2016_04,63,PT10947607340
2016_05,76,PT10947607340
2016_06,58,PT10947607340
2016_07,77,PT10947607340
2016_08,35,PT10947607340
2016_09,32,PT10947607340
2016_10,48,PT10947607340
2016_11,81,PT10947607340
2016_12,43,PT10947607340
2017_01,51,PT10947607340
2017_02,40,PT10947607340
2017_03,52,PT10947607340
2017_04,37,PT10947607340
2017_05,65,PT10947607340
2017_06,69,PT10947607340
2017_07,31,PT10947607340
2017_08,24,PT10947607340
2017_09,23,PT10947607340
2017_10,19,PT10947607340
2017_11,54,PT10947607340
2017_12,42,PT10947607340
2018_01,31,PT10947607340
2018_02,38,PT10947607340
2018_03,25,PT10947607340
2018_04,44,PT10947607340
2018_05,68,PT10947607340
2018_06,32,PT10947607340
2018_07,59,PT10947607340
2018_08,34,PT10947607340
2018_09,30,PT10947607340
2018_10,28,PT10947607340
2018_11,29,PT10947607340
2018_12,46,PT10947607340
2019_01,65,PT10947607340
2019_02,53,PT10947607340
2016_01,34,PT10947607342
2016_02,32,PT10947607342
2016_03,42,PT10947607342
2016_04,59,PT10947607342
2016_05,45,PT10947607342
2016_06,69,PT10947607342
2016_07,59,PT10947607342
2016_08,29,PT10947607342
2016_09,37,PT10947607342
2016_10,32,PT10947607342
2016_11,50,PT10947607342
2016_12,43,PT10947607342
2017_01,27,PT10947607342
2017_02,35,PT10947607342
2017_03,179,PT10947607342
2017_04,62,PT10947607342
2017_05,55,PT10947607342
2017_06,46,PT10947607342
2017_07,71,PT10947607342
2017_08,31,PT10947607342
2017_09,34,PT10947607342
2017_10,51,PT10947607342
2017_11,54,PT10947607342
2017_12,43,PT10947607342
2018_01,47,PT10947607342
2018_02,44,PT10947607342
2018_03,39,PT10947607342
2018_04,52,PT10947607342
2018_05,100,PT10947607342
2018_06,51,PT10947607342
2018_07,66,PT10947607342
2018_08,104,PT10947607342
2018_09,45,PT10947607342
2018_10,44,PT10947607342
2018_11,52,PT10947607342
2018_12,49,PT10947607342
2019_01,48,PT10947607342
2019_02,43,PT10947607342
2016_01,18,PT10947607346
2016_02,20,PT10947607346
2016_03,19,PT10947607346
2016_04,26,PT10947607346
2016_05,31,PT10947607346
2016_06,36,PT10947607346
2016_07,40,PT10947607346
2016_08,22,PT10947607346
2016_09,40,PT10947607346
2016_10,31,PT10947607346
2016_11,48,PT10947607346
2016_12,46,PT10947607346
2017_01,18,PT10947607346
2017_02,36,PT10947607346
2017_03,46,PT10947607346
2017_04,30,PT10947607346
2017_05,44,PT10947607346
2017_06,51,PT10947607346
2017_07,46,PT10947607346
2017_08,37,PT10947607346
2017_09,44,PT10947607346
2017_10,34,PT10947607346
2017_11,44,PT10947607346
2017_12,71,PT10947607346
2018_01,35,PT10947607346
2018_02,43,PT10947607346
2018_03,25,PT10947607346
2018_04,34,PT10947607346
2018_05,35,PT10947607346
2018_06,51,PT10947607346
2018_07,43,PT10947607346
2018_08,12,PT10947607346
2018_09,42,PT10947607346
2018_10,31,PT10947607346
2018_11,43,PT10947607346
2018_12,23,PT10947607346
2019_01,36,PT10947607346
2019_02,16,PT10947607346
2016_01,22,PT10947608588
2016_02,17,PT10947608588
2016_03,33,PT10947608588
2016_04,24,PT10947608588
2016_05,17,PT10947608588
2016_06,35,PT10947608588
2016_07,37,PT10947608588
2016_08,21,PT10947608588
2016_09,21,PT10947608588
2016_10,15,PT10947608588
2016_11,25,PT10947608588
2016_12,26,PT10947608588
2017_01,17,PT10947608588
2017_02,17,PT10947608588
2017_03,33,PT10947608588
2017_04,17,PT10947608588
2017_05,27,PT10947608588
2017_06,92,PT10947608588
2017_07,22,PT10947608588
2017_08,18,PT10947608588
2017_09,37,PT10947608588
2017_10,39,PT10947608588
2017_11,23,PT10947608588
2017_12,25,PT10947608588
2018_01,21,PT10947608588
2018_02,22,PT10947608588
2018_03,25,PT10947608588
2018_04,27,PT10947608588
2018_05,79,PT10947608588
2018_06,28,PT10947608588
2018_07,35,PT10947608588
2018_08,21,PT10947608588
2018_09,26,PT10947608588
2018_10,28,PT10947608588
2018_11,26,PT10947608588
2018_12,25,PT10947608588
2019_01,29,PT10947608588
2019_02,35,PT10947608588
2016_01,17,PT10947608590
2016_02,19,PT10947608590
2016_03,32,PT10947608590
2016_04,23,PT10947608590
2016_05,70,PT10947608590
2016_06,53,PT10947608590
2016_07,37,PT10947608590
2016_08,26,PT10947608590
2016_09,43,PT10947608590
2016_10,28,PT10947608590
2016_11,33,PT10947608590
2016_12,28,PT10947608590
2017_01,15,PT10947608590
2017_02,29,PT10947608590
2017_03,30,PT10947608590
2017_04,29,PT10947608590
2017_05,52,PT10947608590
2017_06,106,PT10947608590
2017_07,78,PT10947608590
2017_08,27,PT10947608590
2017_09,38,PT10947608590
2017_10,40,PT10947608590
2017_11,23,PT10947608590
2017_12,32,PT10947608590
2018_01,42,PT10947608590
2018_02,66,PT10947608590
2018_03,33,PT10947608590
2018_04,58,PT10947608590
2018_05,97,PT10947608590
2018_06,85,PT10947608590
2018_07,40,PT10947608590
2018_08,27,PT10947608590
2018_09,21,PT10947608590
2018_10,59,PT10947608590
2018_11,57,PT10947608590
2018_12,20,PT10947608590
2019_01,25,PT10947608590
2019_02,43,PT10947608590
2016_01,20,PT10947608612
2016_02,17,PT10947608612
2016_03,21,PT10947608612
2016_04,25,PT10947608612
2016_05,49,PT10947608612
2016_06,38,PT10947608612
2016_07,54,PT10947608612
2016_08,18,PT10947608612
2016_09,22,PT10947608612
2016_10,28,PT10947608612
2016_11,27,PT10947608612
2016_12,23,PT10947608612
2017_01,24,PT10947608612
2017_02,44,PT10947608612
2017_03,23,PT10947608612
2017_04,13,PT10947608612
2017_05,25,PT10947608612
2017_06,26,PT10947608612
2017_07,40,PT10947608612
2017_08,14,PT10947608612
2017_09,17,PT10947608612
2017_10,94,PT10947608612
2017_11,49,PT10947608612
2017_12,30,PT10947608612
2018_01,21,PT10947608612
2018_02,29,PT10947608612
2018_03,24,PT10947608612
2018_04,19,PT10947608612
2018_05,30,PT10947608612
2018_06,24,PT10947608612
2018_07,45,PT10947608612
2018_08,13,PT10947608612
2018_09,34,PT10947608612
2018_10,13,PT10947608612
2018_11,31,PT10947608612
2018_12,16,PT10947608612
2019_01,26,PT10947608612
2019_02,13,PT10947608612
2016_01,14,PT10947608618
2016_02,13,PT10947608618
2016_03,11,PT10947608618
2016_04,11,PT10947608618
2016_05,18,PT10947608618
2016_06,24,PT10947608618
2016_07,17,PT10947608618
2016_08,12,PT10947608618
2016_09,27,PT10947608618
2016_10,14,PT10947608618
2016_11,11,PT10947608618
2016_12,13,PT10947608618
2017_01,19,PT10947608618
2017_02,9,PT10947608618
2017_03,9,PT10947608618
2017_04,7,PT10947608618
2017_05,10,PT10947608618
2017_06,26,PT10947608618
2017_07,25,PT10947608618
2017_08,17,PT10947608618
2017_09,14,PT10947608618
2017_10,18,PT10947608618
2017_11,29,PT10947608618
2017_12,52,PT10947608618
2018_01,13,PT10947608618
2018_02,12,PT10947608618
2018_03,14,PT10947608618
2018_04,16,PT10947608618
2018_05,18,PT10947608618
2018_06,10,PT10947608618
2018_07,12,PT10947608618
2018_08,18,PT10947608618
2018_09,11,PT10947608618
2018_10,6,PT10947608618
2018_11,20,PT10947608618
2018_12,15,PT10947608618
2019_01,8,PT10947608618
2019_02,3,PT10947608618
2016_01,28,PT10949492073
2016_02,39,PT10949492073
2016_03,66,PT10949492073
2016_04,34,PT10949492073
2016_05,17,PT10949492073
2016_06,18,PT10949492073
2016_07,26,PT10949492073
2016_08,8,PT10949492073
2016_09,18,PT10949492073
2016_10,28,PT10949492073
2016_11,37,PT10949492073
2016_12,39,PT10949492073
2017_01,36,PT10949492073
2017_02,16,PT10949492073
2017_03,20,PT10949492073
2017_04,15,PT10949492073
2017_05,22,PT10949492073
2017_06,23,PT10949492073
2017_07,18,PT10949492073
2017_08,6,PT10949492073
2017_09,25,PT10949492073
2017_10,25,PT10949492073
2017_11,26,PT10949492073
2017_12,17,PT10949492073
2018_01,13,PT10949492073
2018_02,24,PT10949492073
2018_03,19,PT10949492073
2018_04,21,PT10949492073
2018_05,34,PT10949492073
2018_06,27,PT10949492073
2018_07,36,PT10949492073
2018_08,15,PT10949492073
2018_09,17,PT10949492073
2018_10,21,PT10949492073
2018_11,21,PT10949492073
2018_12,28,PT10949492073
2019_01,23,PT10949492073
2019_02,39,PT10949492073
2016_01,5,PT10949492087
2016_02,10,PT10949492087
2016_03,59,PT10949492087
2016_04,25,PT10949492087
2016_05,7,PT10949492087
2016_06,32,PT10949492087
2016_07,12,PT10949492087
2016_08,21,PT10949492087
2016_09,17,PT10949492087
2016_10,12,PT10949492087
2016_11,14,PT10949492087
2016_12,7,PT10949492087
2017_01,25,PT10949492087
2017_02,15,PT10949492087
2017_03,52,PT10949492087
2017_04,10,PT10949492087
2017_05,29,PT10949492087
2017_06,21,PT10949492087
2017_07,19,PT10949492087
2017_08,16,PT10949492087
2017_09,23,PT10949492087
2017_10,146,PT10949492087
2017_11,50,PT10949492087
2017_12,46,PT10949492087
2018_01,38,PT10949492087
2018_02,42,PT10949492087
2018_03,17,PT10949492087
2018_04,39,PT10949492087
2018_05,16,PT10949492087
2018_06,23,PT10949492087
2018_07,40,PT10949492087
2018_08,41,PT10949492087
2018_09,13,PT10949492087
2018_10,42,PT10949492087
2018_11,45,PT10949492087
2018_12,36,PT10949492087
2019_01,45,PT10949492087
2019_02,29,PT10949492087
2016_01,9,PT10949492091
2016_02,20,PT10949492091
2016_03,12,PT10949492091
2016_04,42,PT10949492091
2016_05,54,PT10949492091
2016_06,40,PT10949492091
2016_07,28,PT10949492091
2016_08,10,PT10949492091
2016_09,12,PT10949492091
2016_10,7,PT10949492091
2016_11,46,PT10949492091
2016_12,29,PT10949492091
2017_01,16,PT10949492091
2017_02,12,PT10949492091
2017_03,35,PT10949492091
2017_04,11,PT10949492091
2017_05,38,PT10949492091
2017_06,25,PT10949492091
2017_07,22,PT10949492091
2017_08,20,PT10949492091
2017_09,23,PT10949492091
2017_10,20,PT10949492091
2017_11,64,PT10949492091
2017_12,17,PT10949492091
2018_01,24,PT10949492091
2018_02,17,PT10949492091
2018_03,29,PT10949492091
2018_04,13,PT10949492091
2018_05,20,PT10949492091
2018_06,45,PT10949492091
2018_07,58,PT10949492091
2018_08,47,PT10949492091
2018_09,24,PT10949492091
2018_10,30,PT10949492091
2018_11,52,PT10949492091
2018_12,32,PT10949492091
2019_01,32,PT10949492091
2019_02,32,PT10949492091
2016_01,4,PT10949620888
2016_02,7,PT10949620888
2016_03,5,PT10949620888
2016_04,2,PT10949620888
2016_05,3,PT10949620888
2016_06,7,PT10949620888
2016_07,4,PT10949620888
2016_08,10,PT10949620888
2016_09,3,PT10949620888
2016_10,6,PT10949620888
2016_11,21,PT10949620888
2016_12,12,PT10949620888
2017_01,23,PT10949620888
2017_02,7,PT10949620888
2017_03,30,PT10949620888
2017_04,12,PT10949620888
2017_05,10,PT10949620888
2017_06,17,PT10949620888
2017_07,15,PT10949620888
2017_08,17,PT10949620888
2017_09,18,PT10949620888
2017_10,26,PT10949620888
2017_11,21,PT10949620888
2017_12,30,PT10949620888
2018_01,32,PT10949620888
2018_02,14,PT10949620888
2018_03,17,PT10949620888
2018_04,26,PT10949620888
2018_05,25,PT10949620888
2018_06,25,PT10949620888
2018_07,17,PT10949620888
2018_08,23,PT10949620888
2018_09,26,PT10949620888
2018_10,20,PT10949620888
2018_11,24,PT10949620888
2018_12,35,PT10949620888
2019_01,35,PT10949620888
2019_02,25,PT10949620888
2016_01,14,PT10949713421
2016_02,11,PT10949713421
2016_03,15,PT10949713421
2016_04,12,PT10949713421
2016_05,26,PT10949713421
2016_06,9,PT10949713421
2016_07,22,PT10949713421
2016_08,20,PT10949713421
2016_09,16,PT10949713421
2016_10,28,PT10949713421
2016_11,29,PT10949713421
2016_12,32,PT10949713421
2017_01,20,PT10949713421
2017_02,25,PT10949713421
2017_03,41,PT10949713421
2017_04,19,PT10949713421
2017_05,37,PT10949713421
2017_06,13,PT10949713421
2017_07,36,PT10949713421
2017_08,16,PT10949713421
2017_09,30,PT10949713421
2017_10,17,PT10949713421
2017_11,36,PT10949713421
2017_12,33,PT10949713421
2018_01,11,PT10949713421
2018_02,16,PT10949713421
2018_03,17,PT10949713421
2018_04,52,PT10949713421
2018_05,37,PT10949713421
2018_06,18,PT10949713421
2018_07,22,PT10949713421
2018_08,17,PT10949713421
2018_09,35,PT10949713421
2018_10,30,PT10949713421
2018_11,19,PT10949713421
2018_12,26,PT10949713421
2019_01,23,PT10949713421
2019_02,16,PT10949713421
2016_01,7,PT10949760068
2016_02,21,PT10949760068
2016_03,12,PT10949760068
2016_04,19,PT10949760068
2016_05,17,PT10949760068
2016_06,15,PT10949760068
2016_07,32,PT10949760068
2016_08,18,PT10949760068
2016_09,8,PT10949760068
2016_10,32,PT10949760068
2016_11,31,PT10949760068
2016_12,22,PT10949760068
2017_01,20,PT10949760068
2017_02,6,PT10949760068
2017_03,28,PT10949760068
2017_04,11,PT10949760068
2017_05,9,PT10949760068
2017_06,8,PT10949760068
2017_07,10,PT10949760068
2017_08,11,PT10949760068
2017_09,8,PT10949760068
2017_10,30,PT10949760068
2017_11,29,PT10949760068
2017_12,25,PT10949760068
2018_01,20,PT10949760068
2018_02,17,PT10949760068
2018_03,11,PT10949760068
2018_04,21,PT10949760068
2018_05,10,PT10949760068
2018_06,9,PT10949760068
2018_07,19,PT10949760068
2018_08,20,PT10949760068
2018_09,16,PT10949760068
2018_10,20,PT10949760068
2018_11,16,PT10949760068
2018_12,16,PT10949760068
2019_01,22,PT10949760068
2019_02,29,PT10949760068
2016_01,5,PT10949760070
2016_02,8,PT10949760070
2016_03,21,PT10949760070
2016_04,15,PT10949760070
2016_05,8,PT10949760070
2016_06,7,PT10949760070
2016_07,17,PT10949760070
2016_08,5,PT10949760070
2016_09,10,PT10949760070
2016_10,7,PT10949760070
2016_11,18,PT10949760070
2016_12,16,PT10949760070
2017_01,6,PT10949760070
2017_02,6,PT10949760070
2017_03,22,PT10949760070
2017_04,12,PT10949760070
2017_05,9,PT10949760070
2017_06,11,PT10949760070
2017_07,7,PT10949760070
2017_08,7,PT10949760070
2017_09,4,PT10949760070
2017_10,16,PT10949760070
2017_11,15,PT10949760070
2017_12,11,PT10949760070
2018_01,14,PT10949760070
2018_02,13,PT10949760070
2018_03,9,PT10949760070
2018_04,18,PT10949760070
2018_05,18,PT10949760070
2018_06,12,PT10949760070
2018_07,16,PT10949760070
2018_08,10,PT10949760070
2018_09,21,PT10949760070
2018_10,23,PT10949760070
2018_11,15,PT10949760070
2018_12,11,PT10949760070
2019_01,20,PT10949760070
2019_02,8,PT10949760070
2016_01,88,RO10913102326
2016_02,212,RO10913102326
2016_03,47,RO10913102326
2016_04,46,RO10913102326
2016_05,17,RO10913102326
2016_06,31,RO10913102326
2016_07,34,RO10913102326
2016_08,48,RO10913102326
2016_09,134,RO10913102326
2016_10,108,RO10913102326
2016_11,24,RO10913102326
2016_12,34,RO10913102326
2017_01,13,RO10913102326
2017_02,30,RO10913102326
2017_03,30,RO10913102326
2017_04,36,RO10913102326
2017_05,77,RO10913102326
2017_06,18,RO10913102326
2017_07,125,RO10913102326
2017_08,163,RO10913102326
2017_09,160,RO10913102326
2017_10,20,RO10913102326
2017_11,50,RO10913102326
2017_12,124,RO10913102326
2018_01,15,RO10913102326
2018_02,14,RO10913102326
2018_03,125,RO10913102326
2018_04,204,RO10913102326
2018_05,81,RO10913102326
2018_06,232,RO10913102326
2018_07,88,RO10913102326
2018_08,35,RO10913102326
2018_09,97,RO10913102326
2018_10,161,RO10913102326
2018_11,397,RO10913102326
2018_12,237,RO10913102326
2019_01,97,RO10913102326
2019_02,68,RO10913102326
2016_01,17,RO10914911414
2016_02,33,RO10914911414
2016_03,17,RO10914911414
2016_04,89,RO10914911414
2016_05,45,RO10914911414
2016_06,17,RO10914911414
2016_07,33,RO10914911414
2016_08,18,RO10914911414
2016_09,8,RO10914911414
2016_10,4,RO10914911414
2016_11,7,RO10914911414
2016_12,15,RO10914911414
2017_01,8,RO10914911414
2017_02,8,RO10914911414
2017_03,14,RO10914911414
2017_04,209,RO10914911414
2017_05,379,RO10914911414
2017_06,36,RO10914911414
2017_07,5,RO10914911414
2017_08,26,RO10914911414
2017_09,124,RO10914911414
2017_10,25,RO10914911414
2017_11,18,RO10914911414
2017_12,26,RO10914911414
2018_01,4,RO10914911414
2018_02,378,RO10914911414
2018_03,69,RO10914911414
2018_04,43,RO10914911414
2018_05,34,RO10914911414
2018_06,23,RO10914911414
2018_07,7,RO10914911414
2018_08,31,RO10914911414
2018_09,33,RO10914911414
2018_10,79,RO10914911414
2018_11,61,RO10914911414
2018_12,28,RO10914911414
2019_01,3,RO10914911414
2019_02,1,RO10914911414
2016_01,68,RO10920241125
2016_02,112,RO10920241125
2016_03,162,RO10920241125
2016_04,10,RO10920241125
2016_05,140,RO10920241125
2016_06,43,RO10920241125
2016_07,18,RO10920241125
2016_08,17,RO10920241125
2016_09,4,RO10920241125
2016_10,17,RO10920241125
2016_11,130,RO10920241125
2016_12,8,RO10920241125
2017_01,2,RO10920241125
2017_02,8,RO10920241125
2017_03,65,RO10920241125
2017_04,81,RO10920241125
2017_05,26,RO10920241125
2017_06,170,RO10920241125
2017_07,147,RO10920241125
2017_08,150,RO10920241125
2017_09,278,RO10920241125
2017_10,34,RO10920241125
2017_11,34,RO10920241125
2017_12,18,RO10920241125
2018_01,16,RO10920241125
2018_02,15,RO10920241125
2018_03,10,RO10920241125
2018_04,88,RO10920241125
2018_05,172,RO10920241125
2018_06,173,RO10920241125
2018_07,142,RO10920241125
2018_08,153,RO10920241125
2018_09,113,RO10920241125
2018_10,143,RO10920241125
2018_11,26,RO10920241125
2018_12,70,RO10920241125
2019_01,23,RO10920241125
2019_02,11,RO10920241125
2016_01,26,RO10920711336
2016_02,75,RO10920711336
2016_03,165,RO10920711336
2016_04,97,RO10920711336
2016_05,70,RO10920711336
2016_06,77,RO10920711336
2016_07,83,RO10920711336
2016_08,146,RO10920711336
2016_09,99,RO10920711336
2016_10,150,RO10920711336
2016_11,27,RO10920711336
2016_12,11,RO10920711336
2017_01,39,RO10920711336
2017_02,2,RO10920711336
2017_03,6,RO10920711336
2017_04,71,RO10920711336
2017_05,12,RO10920711336
2017_06,65,RO10920711336
2017_07,44,RO10920711336
2017_08,80,RO10920711336
2017_09,95,RO10920711336
2017_10,84,RO10920711336
2017_11,133,RO10920711336
2017_12,78,RO10920711336
2018_01,61,RO10920711336
2018_02,30,RO10920711336
2018_03,53,RO10920711336
2018_04,48,RO10920711336
2018_05,42,RO10920711336
2018_06,85,RO10920711336
2018_07,71,RO10920711336
2018_08,61,RO10920711336
2018_09,104,RO10920711336
2018_10,188,RO10920711336
2018_11,221,RO10920711336
2018_12,83,RO10920711336
2019_01,25,RO10920711336
2019_02,20,RO10920711336
2016_01,40,RO10925053512
2016_02,88,RO10925053512
2016_03,24,RO10925053512
2016_04,39,RO10925053512
2016_05,47,RO10925053512
2016_06,55,RO10925053512
2016_07,35,RO10925053512
2016_08,124,RO10925053512
2016_09,15,RO10925053512
2016_10,27,RO10925053512
2016_11,7,RO10925053512
2016_12,16,RO10925053512
2017_01,14,RO10925053512
2017_02,36,RO10925053512
2017_03,34,RO10925053512
2017_04,27,RO10925053512
2017_05,46,RO10925053512
2017_06,114,RO10925053512
2017_07,54,RO10925053512
2017_08,119,RO10925053512
2017_09,10,RO10925053512
2017_10,50,RO10925053512
2017_11,33,RO10925053512
2017_12,2,RO10925053512
2018_01,14,RO10925053512
2018_02,16,RO10925053512
2018_03,13,RO10925053512
2018_04,4,RO10925053512
2018_05,5,RO10925053512
2018_06,5,RO10925053512
2018_07,2,RO10925053512
2018_08,40,RO10925053512
2018_09,5,RO10925053512
2018_10,25,RO10925053512
2018_11,7,RO10925053512
2018_12,3,RO10925053512
2019_01,7,RO10925053512
2019_02,3,RO10925053512
2016_01,5,RO10925054669
2016_02,6,RO10925054669
2016_03,182,RO10925054669
2016_04,63,RO10925054669
2016_05,59,RO10925054669
2016_06,9,RO10925054669
2016_07,10,RO10925054669
2016_08,12,RO10925054669
2016_09,38,RO10925054669
2016_10,5,RO10925054669
2016_11,3,RO10925054669
2016_12,12,RO10925054669
2017_01,2,RO10925054669
2017_02,6,RO10925054669
2017_03,35,RO10925054669
2017_04,33,RO10925054669
2017_05,60,RO10925054669
2017_06,110,RO10925054669
2017_07,38,RO10925054669
2017_08,67,RO10925054669
2017_09,28,RO10925054669
2017_10,33,RO10925054669
2017_11,4,RO10925054669
2017_12,3,RO10925054669
2018_01,34,RO10925054669
2018_02,1,RO10925054669
2018_03,27,RO10925054669
2018_04,36,RO10925054669
2018_05,37,RO10925054669
2018_06,51,RO10925054669
2018_07,65,RO10925054669
2018_08,53,RO10925054669
2018_09,25,RO10925054669
2018_10,14,RO10925054669
2018_11,60,RO10925054669
2018_12,27,RO10925054669
2019_01,21,RO10925054669
2019_02,31,RO10925054669
2016_01,16,RO10925503017
2016_02,18,RO10925503017
2016_03,60,RO10925503017
2016_04,74,RO10925503017
2016_05,24,RO10925503017
2016_06,34,RO10925503017
2016_07,27,RO10925503017
2016_08,34,RO10925503017
2016_09,17,RO10925503017
2016_10,122,RO10925503017
2016_11,56,RO10925503017
2016_12,66,RO10925503017
2017_01,10,RO10925503017
2017_02,28,RO10925503017
2017_03,42,RO10925503017
2017_04,41,RO10925503017
2017_05,18,RO10925503017
2017_06,60,RO10925503017
2017_07,157,RO10925503017
2017_08,64,RO10925503017
2017_09,50,RO10925503017
2017_10,222,RO10925503017
2017_11,193,RO10925503017
2017_12,41,RO10925503017
2018_01,53,RO10925503017
2018_02,63,RO10925503017
2018_03,136,RO10925503017
2018_04,96,RO10925503017
2018_05,170,RO10925503017
2018_06,130,RO10925503017
2018_07,76,RO10925503017
2018_08,156,RO10925503017
2018_09,29,RO10925503017
2018_10,73,RO10925503017
2018_11,52,RO10925503017
2018_12,70,RO10925503017
2019_01,58,RO10925503017
2019_02,63,RO10925503017
2016_01,15,RO10925503026
2016_02,7,RO10925503026
2016_03,15,RO10925503026
2016_04,19,RO10925503026
2016_05,23,RO10925503026
2016_06,33,RO10925503026
2016_07,19,RO10925503026
2016_08,32,RO10925503026
2016_09,17,RO10925503026
2016_10,31,RO10925503026
2016_11,22,RO10925503026
2016_12,20,RO10925503026
2017_01,12,RO10925503026
2017_02,14,RO10925503026
2017_03,18,RO10925503026
2017_04,18,RO10925503026
2017_05,17,RO10925503026
2017_06,27,RO10925503026
2017_07,15,RO10925503026
2017_08,59,RO10925503026
2017_09,13,RO10925503026
2017_10,13,RO10925503026
2017_11,16,RO10925503026
2017_12,10,RO10925503026
2018_01,15,RO10925503026
2018_02,15,RO10925503026
2018_03,20,RO10925503026
2018_04,16,RO10925503026
2018_05,26,RO10925503026
2018_06,14,RO10925503026
2018_07,27,RO10925503026
2018_08,33,RO10925503026
2018_09,25,RO10925503026
2018_10,25,RO10925503026
2018_11,20,RO10925503026
2018_12,7,RO10925503026
2019_01,19,RO10925503026
2019_02,5,RO10925503026
2016_01,9,RO10933012459
2016_02,1,RO10933012459
2016_03,16,RO10933012459
2016_04,18,RO10933012459
2016_05,13,RO10933012459
2016_06,13,RO10933012459
2016_07,16,RO10933012459
2016_08,16,RO10933012459
2016_09,23,RO10933012459
2016_10,8,RO10933012459
2016_11,11,RO10933012459
2016_12,57,RO10933012459
2017_01,17,RO10933012459
2017_02,7,RO10933012459
2017_03,5,RO10933012459
2017_04,2,RO10933012459
2017_05,6,RO10933012459
2017_06,1,RO10933012459
2017_07,117,RO10933012459
2017_08,15,RO10933012459
2017_09,14,RO10933012459
2017_10,6,RO10933012459
2017_11,4,RO10933012459
2017_12,1,RO10933012459
2018_01,10,RO10933012459
2018_02,8,RO10933012459
2018_03,6,RO10933012459
2018_04,32,RO10933012459
2018_05,25,RO10933012459
2018_06,27,RO10933012459
2018_07,20,RO10933012459
2018_08,26,RO10933012459
2018_09,32,RO10933012459
2018_10,37,RO10933012459
2018_11,31,RO10933012459
2018_12,13,RO10933012459
2019_01,12,RO10933012459
2019_02,13,RO10933012459
2016_01,31,RO10943003343
2016_02,9,RO10943003343
2016_03,37,RO10943003343
2016_04,21,RO10943003343
2016_05,26,RO10943003343
2016_06,20,RO10943003343
2016_07,15,RO10943003343
2016_08,19,RO10943003343
2016_09,19,RO10943003343
2016_10,13,RO10943003343
2016_11,10,RO10943003343
2016_12,13,RO10943003343
2017_01,18,RO10943003343
2017_02,6,RO10943003343
2017_03,25,RO10943003343
2017_04,41,RO10943003343
2017_05,82,RO10943003343
2017_06,6,RO10943003343
2017_07,20,RO10943003343
2017_08,28,RO10943003343
2017_09,49,RO10943003343
2017_10,15,RO10943003343
2017_11,5,RO10943003343
2017_12,24,RO10943003343
2018_01,6,RO10943003343
2018_02,83,RO10943003343
2018_03,20,RO10943003343
2018_04,38,RO10943003343
2018_05,31,RO10943003343
2018_06,2,RO10943003343
2018_07,4,RO10943003343
2018_08,11,RO10943003343
2018_09,12,RO10943003343
2018_10,53,RO10943003343
2018_11,54,RO10943003343
2018_12,4,RO10943003343
2019_01,7,RO10943003343
2019_02,20,RO10943003343
2016_01,83,RO10943003344
2016_02,305,RO10943003344
2016_03,61,RO10943003344
2016_04,29,RO10943003344
2016_05,44,RO10943003344
2016_06,22,RO10943003344
2016_07,25,RO10943003344
2016_08,87,RO10943003344
2016_09,137,RO10943003344
2016_10,32,RO10943003344
2016_11,96,RO10943003344
2016_12,64,RO10943003344
2017_01,207,RO10943003344
2017_02,9,RO10943003344
2017_03,24,RO10943003344
2017_04,30,RO10943003344
2017_05,37,RO10943003344
